aar,knr,aarknr,kommunenavn,bm_andel_forrige_valg,bm_andel_dette_valg,d_borgmesterparti,d_udvalgsformandsparti,d_valgdeltagelse,skolelukning,antal_skolelukning,borgmesterparti,udvalgsformandsparti,delt_inst_ansvar,delt_pol_ansvar,koalition,afstand_valg,aftale_borgmester,aftale_udvalgsformand,besluttet_aar,skoleluk_aar_i_valgperiode,ny_borgmester,sammenlagt_kommune,valgvind_bm,est_ft_bm,valgvind_uf,est_ft_uf,friskole_antal,friskole,d_nettodriftsudgifter,dt0_nettodriftsudgifter,koalition_kat
2017,440,2017440,Kerteminde,0.149521697,0.11878822,-0.030733477,-0.02076927,-0.024943261,0,0,V,A,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.054654013,0.174055944,0.071807274,0.355862069,NA,NA,1154,680,0
2017,450,2017450,Nyborg,0.315927312,0.474573643,0.158646332,-3.82501e-4,0.003416636,0,0,V,F,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.04834632,0.195757576,-0.014184874,0.037815126,NA,NA,-191,-2050,0
2017,461,2017461,Odense,0.288082025,0.41843189,0.130349865,-0.004532874,-0.005061217,0,0,A,B,1,NA,NA,NA,NA,NA,NA,0,1,0,0.041177137,0.295862069,-0.023399097,0.05830303,NA,NA,-2605,-2256,0
2017,479,2017479,Svendborg,0.207407624,0.1915768,-0.015830824,-0.015830824,-0.014526966,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,1,1,-0.050072594,0.168741259,-0.050072594,0.168741259,NA,NA,-185,39,0
2017,480,2017480,Nordfyns,0.399702115,0.401069205,0.00136709,-0.012645308,-0.01560928,0,0,V,I,1,NA,NA,NA,NA,NA,NA,0,0,1,-0.058027972,0.226759907,-0.002371429,0.039428571,NA,NA,-1423,132,0
2017,482,2017482,Langeland,0.281596452,0.230241423,-0.051355029,-0.051355029,-0.020811407,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,0,1,-0.055004662,0.202843823,-0.055004662,0.202843823,NA,NA,-1009,-3248,0
2017,492,2017492,Ærø,0.247331787,0.233109727,-0.01422206,-0.04,-0.009757054,0,0,A,L,1,NA,NA,NA,NA,NA,NA,0,0,1,0.044598016,0.249310345,NA,NA,NA,NA,138,-499,0
2017,510,2017510,Haderslev,0.33228584,0.2644187,-0.06786714,-0.06786714,-0.007344673,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,1,1,-0.084722944,0.23030303,-0.084722944,0.23030303,NA,NA,-499,-940,0
2017,530,2017530,Billund,0.464754431,0.364834568,-0.099919863,-0.099919863,-0.013115737,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,0,1,-0.096221445,0.284778555,-0.096221445,0.284778555,NA,NA,2459,1361,0
2017,540,2017540,Sønderborg,0.338,0.415389924,0.077535739,-0.036,0.00396355,0,0,A,L,1,NA,NA,NA,NA,NA,NA,0,1,1,0.055020784,0.286034483,NA,NA,NA,NA,1932,2322,0
2017,550,2017550,Tønder,0.422045864,0.445753605,0.023707742,-0.008684775,-0.013577767,0,0,V,A,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.082614719,0.264848485,0.037006141,0.236896552,NA,NA,-58,-151,0
2017,561,2017561,Esbjerg,0.427247573,0.321965865,-0.105281707,0.005608693,0.001926255,0,0,V,F,1,NA,NA,NA,NA,NA,NA,0,0,1,-0.082646354,0.212587413,-0.009075881,0.038655462,NA,NA,-2507,-2675,0
2017,563,2017563,Fanø,0.244196429,0.236081139,-0.008115289,-0.064,0.003218852,0,0,V,L,1,NA,NA,NA,NA,NA,NA,0,0,0,-0.085716617,0.182027972,NA,NA,NA,NA,1825,1031,0
2017,573,2017573,Varde,0.552523727,0.420084815,-0.132438912,-0.132438912,-0.009820934,1,1,V,V,0,1,0.72,175,1,1,2017,4,1,1,-0.115356643,0.30027972000000003,-0.115356643,0.30027972000000003,1,1,-498,2081,2
2017,575,2017575,Vejen,0.43376263,0.355387119,-0.078375511,-0.078375511,-0.005841449,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,0,1,-0.097351981,0.264405594,-0.097351981,0.264405594,NA,NA,-328,1450,0
2017,580,2017580,Aabenraa,0.377987344,0.334993196,-0.042994149,-0.042994149,-0.011567875,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,1,1,-0.086371961,0.246247086,-0.086371961,0.246247086,NA,NA,-93,829,0
2017,607,2017607,Fredericia,0.437429018,0.542806331,0.105377314,0.105377314,-0.026771393,0,0,A,A,0,NA,NA,NA,NA,NA,NA,0,1,0,0.047103448,0.303103448,0.047103448,0.303103448,NA,NA,-485,-1255,0
2017,615,2017615,Horsens,0.407860489,0.431856338,0.023995849,0.023995849,-0.019893083,0,0,A,A,0,NA,NA,NA,NA,NA,NA,0,0,1,0.049927256,0.28137931,0.049927256,0.28137931,NA,NA,-2854,-2392,0
2017,621,2017621,Kolding,0.435391264,0.464400118,0.029008854,-0.014870479,-8.86487e-4,1,1,V,A,1,1,1,1366,1,1,2014,1,0,1,-0.071925408,0.220559441,0.045931034,0.237931034,0,0,-1505,-1330,4
2017,630,2017630,Vejle,0.336589364,0.299980313,-0.036609051,0.0229435,-0.008090155,0,0,V,A,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.063938395,0.214801865,0.042380255,0.240517241,NA,NA,-1415,-1114,0
2017,657,2017657,Herning,0.577368972,0.555828367,-0.021540605,-0.021540605,-0.010530352,1,3,V,V,0,1,0.709677419,1247,1,1,2014,1,0,1,-0.102498168,0.283449883,-0.102498168,0.283449883,2,1,-768,-835,2
2017,661,2017661,Holstebro,0.443783532,0.429860783,-0.013922748,0.003331323,-0.026847595,1,2,A,B,1,1,1,735,1,1,2015,2,1,1,0.06082428,0.295344828,-0.023740812,0.030727273,0,0,-1830,-841,4
2017,665,2017665,Lemvig,0.487020719,0.486830303,-1.90417e-4,-1.90417e-4,-0.008674988,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,0,1,-0.052742591,0.291421911,-0.052742591,0.291421911,NA,NA,151,-153,0
2017,671,2017671,Struer,0.384632993,0.365134904,-0.019498089,-0.019498089,-0.012969908,1,1,V,V,0,1,1,1253,1,1,2014,1,1,1,-0.053171162,0.245361305,-0.053171162,0.245361305,0,0,-280,765,4
2017,706,2017706,Syddjurs,0.271716499,0.295839124,0.024122625,-0.038519275,-0.00993061,0,0,V,I,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.075102231,0.206386946,0.002897143,0.050857143,NA,NA,-1822,-817,0
2017,707,2017707,Norddjurs,0.395993544,0.409555829,0.013562285,-0.032817199,-0.01404167,0,0,A,V,1,NA,NA,NA,NA,NA,NA,0,0,1,0.053011809,0.321724138,-0.07523976,0.202400932,NA,NA,1009,844,0
2017,710,2017710,Favrskov,0.428784545,0.430860908,0.002076363,0.002076363,-0.020476871,0,0,A,A,0,NA,NA,NA,NA,NA,NA,0,0,1,0.050356637,0.287068966,0.050356637,0.287068966,NA,NA,-1919,-858,0
2017,727,2017727,Odder,0.389519915,0.385199524,-0.004320392,-0.004320392,-0.018247254,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,1,0,-0.080034965,0.208601399,-0.080034965,0.208601399,NA,NA,-902,2038,0
2017,730,2017730,Randers,0.320761342,0.261235747,-0.059525595,-0.044,-0.020231006,1,5,V,L,1,0,0.741935484,1044,1,0,2015,2,1,1,-0.064793873,0.202400932,NA,NA,0,0,-323,-1034,2
2017,740,2017740,Silkeborg,0.330494338,0.327878321,-0.002616017,0.050405876,-0.01616541,0,0,V,A,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.075911422,0.216573427,0.041590458,0.261206897,NA,NA,-176,1020,0
2017,741,2017741,Samsø,0.196147799,0.41314741,0.216999612,-0.078257411,-0.007940534,0,0,A,V,1,NA,NA,NA,NA,NA,NA,0,1,0,0.056265942,0.279827586,-0.070077922,0.201515152,NA,NA,-7419,2635,0
2017,746,2017746,Skanderborg,0.373130728,0.368249856,-0.004880872,-0.004880872,-0.006427303,0,0,A,A,0,NA,NA,NA,NA,NA,NA,0,0,1,0.043203118,0.274655172,0.043203118,0.274655172,NA,NA,-1263,557,0
2017,751,2017751,Aarhus,0.382217481,0.377730294,-0.004487187,-0.022195227,-1.92472e-4,0,0,A,OE,1,NA,NA,NA,NA,NA,NA,0,0,0,0.022311762,0.255517241,NA,NA,NA,NA,-1837,-2264,0
2017,756,2017756,Ikast-Brande,0.361989172,0.36051407,-0.001475102,0.03247465,-0.028044054,1,1,V,O,1,1,1,154,1,1,2017,4,0,1,-0.07685681,0.286550117,-0.002761886,0.224375839,0,0,199,1070,4
2017,760,2017760,Ringkøbing-Skjern,0.4487121,0.36883085,-0.07988125,-0.07988125,-0.012269352,1,1,V,V,0,1,0.965517241,1407,1,1,2014,1,0,1,-0.124199134,0.293636364,-0.124199134,0.293636364,1,1,139,1543,4
2017,766,2017766,Hedensted,0.435743897,0.398708849,-0.037035048,-0.037035048,-0.010599346,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,0,1,-0.093748252,0.244918415,-0.093748252,0.244918415,NA,NA,-75,643,0
2017,773,2017773,Morsø,0.34047402,0.482973621,0.142499601,-0.002350499,-0.028952813,1,1,V,A,1,1,0.714285714,1023,1,1,2015,2,1,0,-0.050009657,0.257319347,0.072893718,0.374482759,1,1,926,1689,2
2017,779,2017779,Skive,0.375802016,0.363344638,-0.012457379,0.013952427,-0.001282038,1,2,V,A,1,1,0.762246117,854,1,1,2015,2,1,1,-0.055797536,0.263076923,0.052705243,0.313965517,0,0,1410,1222,3
2017,787,2017787,Thisted,0.33653921,0.219362456,-0.117176755,0.080408827,-0.005648061,1,2,V,C,1,1,0.740740741,864.5,1,1,2015,2,0,1,-0.07391009,0.251561772,-0.001845783,0.0396,1,1,-1209,-535,2
2017,791,2017791,Viborg,0.168106224,0.18616982,0.018063595000000002,-5.4831e-4,-0.01009571,0,0,C,V,1,NA,NA,NA,NA,NA,NA,0,1,1,0.047902169,0.11836,-0.107814186,0.214358974,NA,NA,-70,-274,0
2017,810,2017810,Brønderslev,0.366342947,0.341376582,-0.024966365,-0.024966365,-0.028452098,1,2,V,V,0,1,0.925925926,1252,1,1,2014,1,1,1,-0.058318015,0.232517483,-0.058318015,0.232517483,2,1,-1494,-542,4
2017,813,2017813,Frederikshavn,0.412387446,0.596620238,0.184232792,-0.00103261,-0.008440162,1,2,A,F,1,1,0.709677419,1140,1,1,2014,1,1,1,0.074743977,0.36362069,-0.013435344,0.027310924,1,1,-1371,-774,2
2017,820,2017820,Vesthimmerlands,0.342283776,0.25876397,-0.083519806,-0.083519806,-0.015280045,1,3,C,C,0,1,0.62962963,733,1,1,2015,2,0,1,-0.007885301,0.04444,-0.007885301,0.04444,3,1,-1525,-866,2
2017,825,2017825,Læsø,NA,NA,NA,NA,-0.013600838,0,0,,,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,4567,4772,0
2017,840,2017840,Rebild,0.087625573,0.106579099,0.018953526,-0.014563901,-0.022471305,0,0,B,A,1,NA,NA,NA,NA,NA,NA,0,1,1,-0.027382979000000002,0.039,0.063076996,0.307241379,NA,NA,1038,743,0
2017,846,2017846,Mariagerfjord,0.37817054,0.356233988,-0.021936552,-0.021936552,-0.016430096,0,0,V,V,0,NA,NA,NA,NA,NA,NA,0,1,1,-0.061769564,0.226317016,-0.061769564,0.226317016,NA,NA,458,799,0
2017,849,2017849,Jammerbugt,0.456726309,0.464958788,0.008232479,0.008232479,-0.020396074,1,2,V,V,0,1,0.962962963,1307,1,1,2014,1,0,1,-0.053201798,0.240932401,-0.053201798,0.240932401,0,0,-632,299,4
2017,851,2017851,Aalborg,0.363002139,0.486990014,0.123987875,-0.046005406,-0.007425048,1,1,A,V,1,1,0.774193548,302,1,1,NA,0,1,1,0.061164856,0.332068966,-0.045597403,0.195757576,0,0,-987,-1724,3
2017,860,2017860,Hjørring,0.390516669,0.442520245,0.052003576,-0.020799191,-0.026288867,1,5,A,C,1,1,0.703225806,999,1,1,2015,2,0,1,0.06824941,0.312413793,-0.013200964,0.05104,3,1,-1322,-411,2
