knr,aar,antal_skole_lukning,valgstedid,kommunenavn,aarknr,aarvalgid,borgmesterparti,bm_andel_forrige_valg,bm_andel_dette_valg,d_borgmesterparti,udvalgsformand,uf_andel_forrige_valg,uf_andel_dette_valg,d_udvalgsformand,delt_inst_ansvar,delt_pol_ansvar,d_nettodriftsudgifter,ny_borgmester,sammenlagt_kommune,valgvind_bm,est_ft_bm,valg_uf,est_ft_uf,skolelukning_antal,skolelukning,koalition,afstand_valg,aftale_borgmester,aftale_udvalgsformand,besluttet_aar,kl_sidste_skole,friskole,koalition_kat,friskole_kat,kl_sidste_skole_kat
340,2013,3,340003,Sorø,2013340,2013340003,A,0.17888563,0.245036383,0.066150752,A,0.17888563,0.245036383,0.066150752,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340004,Sorø,2013340,2013340004,A,0.446517413,0.204350777,-0.242166636,A,0.446517413,0.204350777,-0.242166636,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,1,1,0.72,1119,1,1,2010,0,0,2,1,1
340,2013,3,340005,Sorø,2013340,2013340005,A,0.469443496,0.368027423,-0.101416073,A,0.469443496,0.368027423,-0.101416073,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340006,Sorø,2013340,2013340006,A,0.393296089,0.308008214,-0.085287876,A,0.393296089,0.308008214,-0.085287876,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340007,Sorø,2013340,2013340007,A,0.227777778,0.265037353,0.037259575,A,0.227777778,0.265037353,0.037259575,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340008,Sorø,2013340,2013340008,A,0.477521264,0.314516342,-0.163004922,A,0.477521264,0.314516342,-0.163004922,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340009,Sorø,2013340,2013340009,A,0.355,0.278539261,-0.076460739,A,0.355,0.278539261,-0.076460739,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,1,1,0.72,1119,1,1,2010,0,0,2,1,1
340,2013,3,340010,Sorø,2013340,2013340010,A,0.366056572,0.265028731,-0.101027842,A,0.366056572,0.265028731,-0.101027842,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340011,Sorø,2013340,2013340011,A,0.282352941,0.265054556,-0.017298385,A,0.282352941,0.265054556,-0.017298385,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340012,Sorø,2013340,2013340012,A,0.319749216,0.266732632,-0.053016584,A,0.319749216,0.266732632,-0.053016584,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
340,2013,3,340013,Sorø,2013340,2013340013,A,0.25388601,0.265022321,0.011136311,A,0.25388601,0.265022321,0.011136311,0,1,4190,0,1,-0.01634173,0.216986301,-0.01634173,0.216986301,1,1,0.72,1119,1,1,2010,0,0,2,1,1
350,2013,3,350001,Lejre,2013350,2013350001,F,0.160294118,0.321259163,0.160965046,B,0.020098039,0.023717119,0.00361908,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
350,2013,3,350002,Lejre,2013350,2013350002,F,0.180740741,0.306597671,0.125856931,B,0.048148148,0.03622251,-0.011925638,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
350,2013,3,350003,Lejre,2013350,2013350003,F,0.19763695,0.304742684,0.107105735,B,0.030075188,0.021190716,-0.008884472,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,1,1,0.6,938,1,1,2011,0,1,1,2,1
350,2013,3,350004,Lejre,2013350,2013350004,F,0.195625759,0.187635575,-0.007990185,B,0.032806804,0.029284165,-0.00352264,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,1,1,0.6,938,1,1,2011,1,0,1,1,2
350,2013,3,350005,Lejre,2013350,2013350005,F,0.19218241,0.265943012,0.073760602,B,0.022801303,0.035278155,0.012476852,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,1,1,0.6,938,1,1,2011,0,0,1,1,1
350,2013,3,350006,Lejre,2013350,2013350006,F,0.343129139,0.421052632,0.077923493,B,0.037665563,0.032246108,-0.005419455,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
350,2013,3,350008,Lejre,2013350,2013350008,F,0.236772487,0.340534395,0.103761908,B,0.021164021,0.019329164,-0.001834857,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
350,2013,3,350009,Lejre,2013350,2013350009,F,0.216025641,0.365016873,0.148991232,B,0.049358974,0.022497188,-0.026861787,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
350,2013,3,350011,Lejre,2013350,2013350011,F,0.212566845,0.435502959,0.222936114,B,0.067513369,0.039053254,-0.028460115,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
350,2013,3,350012,Lejre,2013350,2013350012,F,0.207667732,0.364281813,0.156614082,B,0.040255591,0.039322774,-9.32817e-4,1,1,4916,1,1,-0.115261127,0.062477612,0.036073108,0.081134752,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360001,Lolland,2013360,2013360001,A,0.361924686,0.245508982,-0.116415704,V,0.288702929,0.461077844,0.172374915,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360003,Lolland,2013360,2013360003,A,0.4365241,0.274630542,-0.161893559,V,0.190088255,0.44273399,0.252645735,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360005,Lolland,2013360,2013360005,A,0.19944212,0.224115334,0.024673214,V,0.177126918,0.273918742,0.096791824,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360008,Lolland,2013360,2013360008,A,0.290791599,0.215106732,-0.075684867,V,0.235864297,0.331691297,0.095827,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360011,Lolland,2013360,2013360011,A,0.283387622,0.259372609,-0.024015013,V,0.190553746,0.278500383,0.087946637,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360013,Lolland,2013360,2013360013,A,0.420912951,0.304869442,-0.116043509,V,0.182590234,0.357092449,0.174502215,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360014,Lolland,2013360,2013360014,A,0.166666667,0.108108108,-0.058558559,V,0.119047619,0.72972973,0.610682111,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360019,Lolland,2013360,2013360019,A,0.356832972,0.256859035,-0.099973937,V,0.187635575,0.306054872,0.118419297,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360020,Lolland,2013360,2013360020,A,0.243612761,0.260619527,0.017006766,V,0.073056208,0.154097504,0.081041296,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360026,Lolland,2013360,2013360026,A,0.342857143,0.331444759,-0.011412384,V,0.185714286,0.303116147,0.117401862,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360027,Lolland,2013360,2013360027,A,0.174927114,0.066869301,-0.108057813,V,0.134110787,0.158054711,0.023943924,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360028,Lolland,2013360,2013360028,A,0.211009174,0.072164948,-0.138844226,V,0.330275229,0.597938144,0.267662915,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360029,Lolland,2013360,2013360029,A,0.363565285,0.327095808,-0.036469477,V,0.147771697,0.247005988,0.099234291,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360035,Lolland,2013360,2013360035,A,0.251684017,0.221274175,-0.030409842,V,0.205143907,0.295221843,0.090077936,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360036,Lolland,2013360,2013360036,A,0.374123646,0.269528921,-0.104594725,V,0.278521351,0.363148479,0.084627128,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2013,1,360037,Lolland,2013360,2013360037,A,0.428870293,0.321925134,-0.106945159,V,0.166317992,0.23315508,0.066837089,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,1,1,1,635,1,1,2012,1,0,4,1,2
360,2013,1,360038,Lolland,2013360,2013360038,A,0.281034483,0.201342282,-0.079692201,V,0.294827586,0.348993289,0.054165702,1,1,8011,0,1,0.017776192,0.292821918,0.001720191,0.197922078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360001,Lolland,2017360,2017360001,A,0.245508982,0.32112069,0.075611708,V,231,0.269396552,-0.191681293,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360003,Lolland,2017360,2017360003,A,0.274630542,0.401988636,0.127358094,V,719,0.243607955,-0.199126036,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360005,Lolland,2017360,2017360005,A,0.224115334,0.366327008,0.142211673,V,209,0.122146396,-0.151772346,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360008,Lolland,2017360,2017360008,A,0.215106732,0.295620438,0.080513706,V,202,0.145985401,-0.185705896,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360011,Lolland,2017360,2017360011,A,0.259372609,0.387205387,0.127832778,V,364,0.175084175,-0.103416207,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360013,Lolland,2017360,2017360013,A,0.304869442,0.518789407,0.213919965,V,1518,0.197730139,-0.15936231,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360014,Lolland,2017360,2017360014,A,0.108108108,0.162162162,0.054054054,V,27,0.675675676,-0.054054054,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360019,Lolland,2017360,2017360019,A,0.256859035,0.39210384,0.135244805,V,647,0.202271498,-0.103783374,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360020,Lolland,2017360,2017360020,A,0.260619527,0.38062557,0.120006043,V,1179,0.098011754,-0.056085749,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,1,1,0.709677419,775,1,1,2015,0,0,2,1,1
360,2017,2,360026,Lolland,2017360,2017360026,A,0.331444759,0.394463668,0.063018909,V,107,0.155709343,-0.147406805,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360027,Lolland,2017360,2017360027,A,0.066869301,0.225080386,0.158211085,V,52,0.1414791,-0.016575612,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,2,1,0.709677419,1139,1,1,2014,0,0,2,1,1
360,2017,2,360028,Lolland,2017360,2017360028,A,0.072164948,0.180851064,0.108686115,V,58,0.319148936,-0.278789208,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360029,Lolland,2017360,2017360029,A,0.327095808,0.401458597,0.074362788,V,330,0.160585079,-0.086420909,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360035,Lolland,2017360,2017360035,A,0.221274175,0.31387808,0.092603905,V,519,0.214656291,-0.080565552,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360036,Lolland,2017360,2017360036,A,0.269528921,0.3480182,0.078489279,V,609,0.205448064,-0.157700416,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360037,Lolland,2017360,2017360037,A,0.321925134,0.447494033,0.1255689,V,218,0.12052506,-0.112630021,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
360,2017,2,360038,Lolland,2017360,2017360038,A,0.201342282,0.348024714,0.146682432,V,208,0.205437823,-0.143555465,1,1,-399,1,1,0.097695324,0.390517241,-0.034052614,0.163869464,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370001,Næstved,2013370,2013370001,A,0.255381605,0.280694327,0.025312722,A,0.255381605,0.280694327,0.025312722,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370002,Næstved,2013370,2013370002,A,0.222836096,0.276595745,0.053759649,A,0.222836096,0.276595745,0.053759649,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370003,Næstved,2013370,2013370003,A,0.249224405,0.244247788,-0.004976618,A,0.249224405,0.244247788,-0.004976618,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370004,Næstved,2013370,2013370004,A,0.242630385,0.344782034,0.102151649,A,0.242630385,0.344782034,0.102151649,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370005,Næstved,2013370,2013370005,A,0.375238095,0.279310345,-0.09592775,A,0.375238095,0.279310345,-0.09592775,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370006,Næstved,2013370,2013370006,A,0.250773994,0.292915531,0.042141538,A,0.250773994,0.292915531,0.042141538,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370007,Næstved,2013370,2013370007,A,0.267707083,0.298958333,0.031251251,A,0.267707083,0.298958333,0.031251251,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370008,Næstved,2013370,2013370008,A,0.406674907,0.418773814,0.012098906,A,0.406674907,0.418773814,0.012098906,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370009,Næstved,2013370,2013370009,A,0.319316689,0.351809955,0.032493266,A,0.319316689,0.351809955,0.032493266,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370010,Næstved,2013370,2013370010,A,0.286049238,0.264131552,-0.021917686,A,0.286049238,0.264131552,-0.021917686,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370011,Næstved,2013370,2013370011,A,0.319557625,0.396110542,0.076552917,A,0.319557625,0.396110542,0.076552917,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370012,Næstved,2013370,2013370012,A,0.203703704,0.232198142,0.028494439,A,0.203703704,0.232198142,0.028494439,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370013,Næstved,2013370,2013370013,A,0.308605341,0.27735369,-0.031251652,A,0.308605341,0.27735369,-0.031251652,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370014,Næstved,2013370,2013370014,A,0.293286219,0.360235168,0.066948949,A,0.293286219,0.360235168,0.066948949,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370020,Næstved,2013370,2013370020,A,0.388082123,0.437210914,0.049128791,A,0.388082123,0.437210914,0.049128791,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370021,Næstved,2013370,2013370021,A,0.351689612,0.431431431,0.079741819,A,0.351689612,0.431431431,0.079741819,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370022,Næstved,2013370,2013370022,A,0.444219067,0.462031725,0.017812658,A,0.444219067,0.462031725,0.017812658,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370023,Næstved,2013370,2013370023,A,0.41082491,0.469893078,0.059068168,A,0.41082491,0.469893078,0.059068168,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370024,Næstved,2013370,2013370024,A,0.417789757,0.505337152,0.087547394,A,0.417789757,0.505337152,0.087547394,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370025,Næstved,2013370,2013370025,A,0.449227373,0.505752637,0.056525264,A,0.449227373,0.505752637,0.056525264,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370026,Næstved,2013370,2013370026,A,0.310415598,0.381017257,0.070601659,A,0.310415598,0.381017257,0.070601659,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370027,Næstved,2013370,2013370027,A,0.334224599,0.415857098,0.081632499,A,0.334224599,0.415857098,0.081632499,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370028,Næstved,2013370,2013370028,A,0.463847203,0.524119449,0.060272245,A,0.463847203,0.524119449,0.060272245,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370029,Næstved,2013370,2013370029,A,0.383505155,0.439153439,0.055648285,A,0.383505155,0.439153439,0.055648285,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370030,Næstved,2013370,2013370030,A,0.24047619,0.437211167,0.196734977,A,0.24047619,0.437211167,0.196734977,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,1,1,0.580645161,1065,1,1,2010,0,0,1,1,1
370,2013,1,370031,Næstved,2013370,2013370031,A,0.228205128,0.306057518,0.07785239,A,0.228205128,0.306057518,0.07785239,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370032,Næstved,2013370,2013370032,A,0.301966292,0.403498191,0.101531898,A,0.301966292,0.403498191,0.101531898,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370033,Næstved,2013370,2013370033,A,0.189090909,0.306039971,0.116949062,A,0.189090909,0.306039971,0.116949062,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
370,2013,1,370034,Næstved,2013370,2013370034,A,0.284866469,0.306042615,0.021176146,A,0.284866469,0.306042615,0.021176146,0,1,5372,1,1,-0.011856314,0.270465753,-0.011856314,0.270465753,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376001,Guldborgsund,2013376,2013376001,G,0.147175421,0.185013385,0.037837964,V,0.130327056,0.118042617,-0.01228444,1,1,7945,1,1,0,0,-0.007727795,0.221562771,1,1,0.925925926,1069,1,1,2010,0,0,4,1,1
376,2013,5,376002,Guldborgsund,2013376,2013376002,G,0.125313283,0.18201232,0.056699037,V,0.131829574,0.100897006,-0.030932568,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376003,Guldborgsund,2013376,2013376003,G,0.121848739,0.17791411,0.056065371,V,0.16853408,0.107800175,-0.060733905,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376004,Guldborgsund,2013376,2013376004,G,0.126352016,0.17198311,0.045631094,V,0.14159292,0.0902726,-0.051320321,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376005,Guldborgsund,2013376,2013376005,G,0.123132406,0.182030514,0.058898108,V,0.197836167,0.143609908,-0.054226259,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376006,Guldborgsund,2013376,2013376006,G,0.190082645,0.204200211,0.014117567,V,0.213842975,0.1693472,-0.044495775,1,1,7945,1,1,0,0,-0.007727795,0.221562771,1,1,0.925925926,1069,1,1,2010,1,0,4,1,2
376,2013,5,376007,Guldborgsund,2013376,2013376007,G,0.169327528,0.185836716,0.016509188,V,0.177068215,0.124492558,-0.052575657,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376008,Guldborgsund,2013376,2013376008,G,0.128960534,0.247342438,0.118381904,V,0.212896053,0.175947328,-0.036948726,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376009,Guldborgsund,2013376,2013376009,G,0.180249281,0.210904265,0.030654984,V,0.212847555,0.21582191,0.002974355,1,1,7945,1,1,0,0,-0.007727795,0.221562771,1,1,0.925925926,1069,1,1,2010,0,0,4,1,1
376,2013,5,376010,Guldborgsund,2013376,2013376010,G,0.025665399,0.14469983,0.119034431,V,0.29039924,0.21050781,-0.07989143,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376011,Guldborgsund,2013376,2013376011,G,0.049689441,0.132428791,0.08273935,V,0.206743567,0.196817627,-0.00992594,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376012,Guldborgsund,2013376,2013376012,G,0.044191919,0.180455326,0.136263407,V,0.16729798,0.135456813,-0.031841167,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376013,Guldborgsund,2013376,2013376013,G,0.083426861,0.136831152,0.05340429,V,0.160867939,0.155289626,-0.005578313,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376014,Guldborgsund,2013376,2013376014,G,0.157498116,0.188835378,0.031337262,V,0.207987943,0.146848525,-0.061139417,1,1,7945,1,1,0,0,-0.007727795,0.221562771,1,1,0.925925926,1069,1,1,2010,0,0,4,1,1
376,2013,5,376015,Guldborgsund,2013376,2013376015,G,0.065073041,0.128601529,0.063528487,V,0.229747676,0.17693775,-0.052809926,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376016,Guldborgsund,2013376,2013376016,G,0.066524747,0.238063557,0.171538809,V,0.18680149,0.107110011,-0.079691479,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376017,Guldborgsund,2013376,2013376017,G,0.125565611,0.184952927,0.059387317,V,0.19739819,0.117780995,-0.079617195,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376018,Guldborgsund,2013376,2013376018,G,0.068576389,0.15968733,0.091110941,V,0.223958333,0.201579584,-0.022378749,1,1,7945,1,1,0,0,-0.007727795,0.221562771,1,1,0.925925926,1069,1,1,2010,1,1,4,2,2
376,2013,5,376019,Guldborgsund,2013376,2013376019,G,0.074801309,0.213292789,0.13849148,V,0.188405797,0.122067767,-0.06633803,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
376,2013,5,376020,Guldborgsund,2013376,2013376020,G,0.081797235,0.129488575,0.04769134,V,0.089861751,0.054406964,-0.035454787,1,1,7945,1,1,0,0,-0.007727795,0.221562771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
390,2013,1,390001,Vordingborg,2013390,2013390001,A,0.334135442,0.31613715,-0.017998292,C,0.141973187,0.0537905,-0.088182687,1,1,5728,0,1,-0.007719491,0.249863014,-0.047642098,0.034710843,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
